name,lang,id,n,size(B),cpu(s),mem(KB),status,load,elapsed(s) [31 Oct 2013 u32 n]
thread-ring,C++ g++,5,500000,652,0.100,0,0,0% 0% 0% 92%,0.106
thread-ring,C++ g++,5,5000000,652,0.868,2520,0,0% 3% 1% 100%,0.874
thread-ring,C++ g++,5,50000000,652,8.480,2524,0,1% 1% 0% 100%,8.486
thread-ring,C# Mono,1,500000,476,2.908,16492,0,0% 1% 0% 100%,2.926
thread-ring,C# Mono,1,5000000,476,27.660,16512,0,0% 0% 1% 100%,27.693
thread-ring,C# Mono,1,50000000,476,278.872,16500,0,0% 0% 1% 100%,279.035
thread-ring,Erlang HiPE,1,500000,273,0.476,266796,0,2% 0% 1% 6%,8.5
thread-ring,Erlang HiPE,1,5000000,273,1.464,268880,0,1% 0% 2% 16%,9.476
thread-ring,Erlang HiPE,1,50000000,273,11.069,268880,0,0% 0% 0% 59%,19.081
thread-ring,F# Mono,3,500000,329,0.648,21508,0,0% 0% 0% 100%,0.652
thread-ring,F# Mono,3,5000000,329,2.348,20552,0,2% 1% 0% 100%,2.354
thread-ring,F# Mono,3,50000000,329,19.528,27540,0,0% 1% 1% 100%,19.546
thread-ring,ATS,1,500000,1065,1.300,4536,0,1% 1% 0% 100%,1.303
thread-ring,ATS,1,5000000,1065,13.081,4536,0,1% 0% 0% 100%,13.091
thread-ring,ATS,1,50000000,1065,130.812,4536,0,1% 0% 0% 100%,130.874
thread-ring,Ada 2005 GNAT,4,500000,960,1.804,6656,0,1% 0% 1% 99%,1.822
thread-ring,Ada 2005 GNAT,4,5000000,960,17.848,6660,0,1% 1% 1% 100%,17.871
thread-ring,Ada 2005 GNAT,4,50000000,960,176.168,6660,0,0% 0% 1% 100%,176.266
thread-ring,Python 3,2,500000,288,2.092,6684,0,0% 0% 0% 100%,2.097
thread-ring,Python 3,2,5000000,288,20.313,6696,0,0% 0% 0% 100%,20.324
thread-ring,Python 3,2,50000000,288,201.593,6672,0,0% 0% 0% 100%,201.684
thread-ring,Racket,1,500000,262,1.820,23608,0,1% 2% 1% 100%,1.826
thread-ring,Racket,1,5000000,262,17.168,25956,0,0% 0% 1% 100%,17.183
thread-ring,Racket,1,50000000,262,169.460,46432,0,0% 0% 0% 100%,169.566
thread-ring,OCaml,3,500000,296,1.536,3004,0,0% 0% 1% 100%,1.54
thread-ring,OCaml,3,5000000,296,15.188,3004,0,0% 0% 0% 100%,15.201
thread-ring,OCaml,3,50000000,296,151.636,3004,0,0% 0% 0% 100%,151.708
thread-ring,Smalltalk VisualWorks,2,500000,566,0.572,22480,0,2% 5% 3% 95%,0.608
thread-ring,Smalltalk VisualWorks,2,5000000,566,4.936,22480,0,0% 0% 0% 100%,4.942
thread-ring,Smalltalk VisualWorks,2,50000000,566,48.815,22480,0,0% 0% 0% 100%,48.837
thread-ring,Clojure,2,500000,299,14.000,297364,0,0% 0% 0% 100%,14.029
thread-ring,Clojure,2,5000000,299,23.348,402068,0,0% 0% 0% 100%,23.376
thread-ring,Clojure,2,50000000,299,93.772,412844,0,0% 0% 0% 100%,93.898
thread-ring,Lisp SBCL,2,500000,571,2.980,20268,0,0% 1% 1% 100%,2.987
thread-ring,Lisp SBCL,2,5000000,571,30.676,52436,0,0% 0% 1% 100%,30.701
thread-ring,Lisp SBCL,2,50000000,571,326.764,53688,0,0% 0% 0% 100%,326.996
thread-ring,Haskell GHC,1,500000,307,0.104,0,0,0% 0% 0% 91%,0.107
thread-ring,Haskell GHC,1,5000000,307,0.912,2648,0,1% 0% 1% 100%,0.917
thread-ring,Haskell GHC,1,50000000,307,9.053,2652,0,0% 1% 0% 100%,9.05
